LOB,Client,SurveyDate,ReqOrRec,DateIssued,RequiredByDate,RiskImprovementTitle,Status,StatusDate,RiskEngineer,Underwriter,DaysToComplete,IsOpen,DaysOverdue,HasDeadline,LeadTimeDays,RiskCategory,EngineerLoad,ClientOpenImprovements
Property,0D2D4F70577BE80909A0B8C975C50236,2022-03-16,Recommendation,2022-08-03,,External_Storage,Completed Not Verified,2022-12-20,5CE8266757B27623F18AB526111231B6,79CBA1185463850DEDBA31F172F1DC5B,139.0,True,0.0,False,,Other,310,11
Property,0D2D4F70577BE80909A0B8C975C50236,2022-03-16,Recommendation,2022-08-03,,External_Storage,Completed Not Verified,2022-12-20,5CE8266757B27623F18AB526111231B6,79CBA1185463850DEDBA31F172F1DC5B,139.0,True,0.0,False,,Other,310,11
Property,0D2D4F70577BE80909A0B8C975C50236,2022-03-16,Recommendation,2022-08-03,,General_Maintenance,Completed Not Verified,2022-12-20,5CE8266757B27623F18AB526111231B6,79CBA1185463850DEDBA31F172F1DC5B,139.0,True,0.0,False,,Other,310,11
Property,0D2D4F70577BE80909A0B8C975C50236,2022-03-16,Recommendation,2022-08-03,,General_Maintenance,Completed Not Verified,2022-12-20,5CE8266757B27623F18AB526111231B6,79CBA1185463850DEDBA31F172F1DC5B,139.0,True,0.0,False,,Other,310,11
Property,0D2D4F70577BE80909A0B8C975C50236,2022-03-16,Recommendation,2022-08-03,,Flammable_liquids,Completed Not Verified,2022-12-20,5CE8266757B27623F18AB526111231B6,79CBA1185463850DEDBA31F172F1DC5B,139.0,True,0.0,False,,Other,310,11
Property,0D2D4F70577BE80909A0B8C975C50236,2022-03-16,Recommendation,2022-08-03,,Process_hazards,Completed Not Verified,2022-12-20,5CE8266757B27623F18AB526111231B6,79CBA1185463850DEDBA31F172F1DC5B,139.0,True,0.0,False,,Other,310,11
Property,0D2D4F70577BE80909A0B8C975C50236,2022-03-16,Recommendation,2022-08-03,,Sprinkler_Protection,Agreed Long Term,2022-12-20,5CE8266757B27623F18AB526111231B6,79CBA1185463850DEDBA31F172F1DC5B,139.0,True,0.0,False,,Other,310,11
Property,0D2D4F70577BE80909A0B8C975C50236,2022-03-16,Recommendation,2022-08-03,,Inspections,In Process,2022-12-20,5CE8266757B27623F18AB526111231B6,79CBA1185463850DEDBA31F172F1DC5B,139.0,True,0.0,False,,Other,310,11
Liability,E9507D7B9C156E2C0C15153DC2E2674A,2024-04-22,Requirement,2024-04-23,,Risk_Assessment,Completed Verified,,47B79BD259E22596FFC4BE2FFBBE5C5A,AC4A2766028A717FF89985BC85BF5E50,,True,0.0,False,,Other,217,2
Liability,E9507D7B9C156E2C0C15153DC2E2674A,2024-04-22,Recommendation,2024-04-23,,Process_Hazards,In Process,,47B79BD259E22596FFC4BE2FFBBE5C5A,AC4A2766028A717FF89985BC85BF5E50,,True,0.0,False,,Other,217,2
Property,61C0C05795B2501F43597E8B666C0D9E,2023-10-11,Requirement,2023-10-13,2023-11-09,Security,Completed Not Verified,,8D8FCC1ABD550C5F25DBFAA57D59CB67,7DC10E66DA5549D351765BD940B81BE9,,True,649.0,True,27.0,Security,208,1
Property,79DBD64181B9A69876144923482CEB6C,2021-11-01,Requirement,2021-11-15,2021-12-15,General_Maintenance,Completed Verified,2021-12-21,FBD1E7BA9564863B88D5C43CB833AFAF,94A990462684A2FBB5DFC7FAB1C8975D,36.0,True,1343.0,True,30.0,Other,414,21
Property,79DBD64181B9A69876144923482CEB6C,2021-11-01,Recommendation,2021-11-15,,Housekeeping,No Response,,FBD1E7BA9564863B88D5C43CB833AFAF,94A990462684A2FBB5DFC7FAB1C8975D,,True,0.0,False,,Housekeeping,414,21
Property,79DBD64181B9A69876144923482CEB6C,2021-11-01,Recommendation,2021-11-15,,Process_Hazards,No Response,,FBD1E7BA9564863B88D5C43CB833AFAF,94A990462684A2FBB5DFC7FAB1C8975D,,True,0.0,False,,Other,414,21
Property,79DBD64181B9A69876144923482CEB6C,2023-03-16,Requirement,2023-03-31,2023-06-30,Sprinkler_Protection,In Process,2023-07-19,FBD1E7BA9564863B88D5C43CB833AFAF,94A990462684A2FBB5DFC7FAB1C8975D,110.0,True,781.0,True,91.0,Other,414,21
Property,79DBD64181B9A69876144923482CEB6C,2023-03-16,Requirement,2023-03-31,2023-06-30,External_Storage,Under Review,2023-07-19,FBD1E7BA9564863B88D5C43CB833AFAF,94A990462684A2FBB5DFC7FAB1C8975D,110.0,True,781.0,True,91.0,Other,414,21
Property,79DBD64181B9A69876144923482CEB6C,2023-03-16,Requirement,2023-03-31,2023-06-30,General_Maintenance,In Process,2023-07-19,FBD1E7BA9564863B88D5C43CB833AFAF,94A990462684A2FBB5DFC7FAB1C8975D,110.0,True,781.0,True,91.0,Other,414,21
Property,79DBD64181B9A69876144923482CEB6C,2023-03-16,Requirement,2023-03-31,2023-06-30,Storage_Hazards,In Process,2023-07-19,FBD1E7BA9564863B88D5C43CB833AFAF,94A990462684A2FBB5DFC7FAB1C8975D,110.0,True,781.0,True,91.0,Other,414,21
Property,79DBD64181B9A69876144923482CEB6C,2023-03-16,Recommendation,2023-03-31,,Compartmentation,No Response,2023-07-19,FBD1E7BA9564863B88D5C43CB833AFAF,94A990462684A2FBB5DFC7FAB1C8975D,110.0,True,0.0,False,,Other,414,21
Property,79DBD64181B9A69876144923482CEB6C,2023-03-16,Requirement,2023-03-31,2023-06-30,Slips_Trips_Falls,Completed Verified,2023-07-19,FBD1E7BA9564863B88D5C43CB833AFAF,94A990462684A2FBB5DFC7FAB1C8975D,110.0,True,781.0,True,91.0,Other,414,21
Property,79DBD64181B9A69876144923482CEB6C,2023-03-16,Requirement,2023-03-31,2023-06-30,security,Completed Not Verified,2023-07-19,FBD1E7BA9564863B88D5C43CB833AFAF,94A990462684A2FBB5DFC7FAB1C8975D,110.0,True,781.0,True,91.0,Security,414,21
Property,79DBD64181B9A69876144923482CEB6C,2023-03-16,Requirement,2023-03-31,2023-06-30,General_Maintenance,Completed Not Verified,2023-07-19,FBD1E7BA9564863B88D5C43CB833AFAF,94A990462684A2FBB5DFC7FAB1C8975D,110.0,True,781.0,True,91.0,Other,414,21
Property,79DBD64181B9A69876144923482CEB6C,2023-03-16,Requirement,2023-03-31,2023-06-30,security,Completed Not Verified,2023-07-19,FBD1E7BA9564863B88D5C43CB833AFAF,94A990462684A2FBB5DFC7FAB1C8975D,110.0,True,781.0,True,91.0,Security,414,21
Property,79DBD64181B9A69876144923482CEB6C,2023-03-16,Requirement,2023-03-31,2023-06-30,External_Storage,Completed Not Verified,2023-07-19,FBD1E7BA9564863B88D5C43CB833AFAF,94A990462684A2FBB5DFC7FAB1C8975D,110.0,True,781.0,True,91.0,Other,414,21
Property,79DBD64181B9A69876144923482CEB6C,2023-03-16,Requirement,2023-03-31,2023-06-30,Storage_Hazards,Completed Not Verified,2023-07-19,FBD1E7BA9564863B88D5C43CB833AFAF,94A990462684A2FBB5DFC7FAB1C8975D,110.0,True,781.0,True,91.0,Other,414,21
Motor,79DBD64181B9A69876144923482CEB6C,2023-05-25,Recommendation,2023-06-06,,Fleet_Risk_Management,Under Review,2023-06-07,534AC75C2E8AC3E3FE7BC32BB8C6E34A,94A990462684A2FBB5DFC7FAB1C8975D,1.0,True,0.0,False,,Other,79,21
Motor,79DBD64181B9A69876144923482CEB6C,2023-05-25,Recommendation,2023-06-06,,Fire_Safety_Management,Under Review,2023-06-07,534AC75C2E8AC3E3FE7BC32BB8C6E34A,94A990462684A2FBB5DFC7FAB1C8975D,1.0,True,0.0,False,,Other,79,21
Motor,79DBD64181B9A69876144923482CEB6C,2023-05-25,Recommendation,2023-06-06,,Fleet_Risk_Management,Under Review,2023-06-07,534AC75C2E8AC3E3FE7BC32BB8C6E34A,94A990462684A2FBB5DFC7FAB1C8975D,1.0,True,0.0,False,,Other,79,21
Motor,79DBD64181B9A69876144923482CEB6C,2023-05-25,Recommendation,2023-06-06,,Fleet_Risk_Management,Under Review,2023-06-07,534AC75C2E8AC3E3FE7BC32BB8C6E34A,94A990462684A2FBB5DFC7FAB1C8975D,1.0,True,0.0,False,,Other,79,21
Motor,79DBD64181B9A69876144923482CEB6C,2023-05-25,Recommendation,2023-06-06,,Fleet_Risk_Management,Under Review,2023-06-07,534AC75C2E8AC3E3FE7BC32BB8C6E34A,94A990462684A2FBB5DFC7FAB1C8975D,1.0,True,0.0,False,,Other,79,21
Motor,79DBD64181B9A69876144923482CEB6C,2023-05-25,Recommendation,2023-06-06,,Fleet_Risk_Management,Under Review,2023-06-07,534AC75C2E8AC3E3FE7BC32BB8C6E34A,94A990462684A2FBB5DFC7FAB1C8975D,1.0,True,0.0,False,,Other,79,21
Motor,79DBD64181B9A69876144923482CEB6C,2023-05-25,Recommendation,2023-06-06,,Fleet_Risk_Management,Under Review,2023-06-07,534AC75C2E8AC3E3FE7BC32BB8C6E34A,94A990462684A2FBB5DFC7FAB1C8975D,1.0,True,0.0,False,,Other,79,21
Property,E42B88CC9EF2B5A2BBEB8C07377BF39B,2021-09-01,Recommendation,2022-04-22,,External_Storage,No Response,,6B712DA7B7CCF80851BEB06DE6C32E6C,24D22E03AFB23EDB45C6C8CFA16A280E,,True,0.0,False,,Other,188,3
Property,E42B88CC9EF2B5A2BBEB8C07377BF39B,2021-09-01,Recommendation,2022-04-22,,External_Storage,No Response,,6B712DA7B7CCF80851BEB06DE6C32E6C,24D22E03AFB23EDB45C6C8CFA16A280E,,True,0.0,False,,Other,188,3
Property,E42B88CC9EF2B5A2BBEB8C07377BF39B,2021-09-01,Recommendation,2022-04-22,,Construction,No Response,,6B712DA7B7CCF80851BEB06DE6C32E6C,24D22E03AFB23EDB45C6C8CFA16A280E,,True,0.0,False,,Other,188,3
Property,DE5218930A03AEE8882DBAB36E247C76,2024-01-25,Requirement,2024-02-15,2024-05-15,External_Storage,No Response,,FBD1E7BA9564863B88D5C43CB833AFAF,674769E3326F8CF937AF4282F2815C02,,True,461.0,True,90.0,Other,414,12
Property,DE5218930A03AEE8882DBAB36E247C76,,Requirement,2024-02-15,2024-05-15,Construction,No Response,,FBD1E7BA9564863B88D5C43CB833AFAF,674769E3326F8CF937AF4282F2815C02,,True,461.0,True,90.0,Other,414,12
Property,DE5218930A03AEE8882DBAB36E247C76,,Requirement,2024-02-15,2024-05-15,Electrical_Maintenance,No Response,,FBD1E7BA9564863B88D5C43CB833AFAF,674769E3326F8CF937AF4282F2815C02,,True,461.0,True,90.0,Other,414,12
Property,DE5218930A03AEE8882DBAB36E247C76,,Requirement,2024-02-15,2024-05-15,Process_Hazards,No Response,,FBD1E7BA9564863B88D5C43CB833AFAF,674769E3326F8CF937AF4282F2815C02,,True,461.0,True,90.0,Other,414,12
Property,DE5218930A03AEE8882DBAB36E247C76,2024-01-24,Requirement,2024-02-15,2024-05-15,Compartmentation,No Response,,FBD1E7BA9564863B88D5C43CB833AFAF,674769E3326F8CF937AF4282F2815C02,,True,461.0,True,90.0,Other,414,12
Property,DE5218930A03AEE8882DBAB36E247C76,2024-01-24,Requirement,2024-02-15,2024-05-15,General_Maintenance,No Response,,FBD1E7BA9564863B88D5C43CB833AFAF,674769E3326F8CF937AF4282F2815C02,,True,461.0,True,90.0,Other,414,12
Property,DE5218930A03AEE8882DBAB36E247C76,2024-01-24,Requirement,2024-02-15,2024-05-15,Housekeeping,No Response,,FBD1E7BA9564863B88D5C43CB833AFAF,674769E3326F8CF937AF4282F2815C02,,True,461.0,True,90.0,Housekeeping,414,12
Property,DE5218930A03AEE8882DBAB36E247C76,2024-01-24,Requirement,2024-02-15,2024-05-15,Compartmentation,No Response,,FBD1E7BA9564863B88D5C43CB833AFAF,674769E3326F8CF937AF4282F2815C02,,True,461.0,True,90.0,Other,414,12
Property,DE5218930A03AEE8882DBAB36E247C76,,Requirement,2024-02-15,2024-05-15,Process_Hazards,No Response,,FBD1E7BA9564863B88D5C43CB833AFAF,674769E3326F8CF937AF4282F2815C02,,True,461.0,True,90.0,Other,414,12
Property,DE5218930A03AEE8882DBAB36E247C76,,Requirement,2024-02-15,2024-05-15,General_Maintenance,No Response,,FBD1E7BA9564863B88D5C43CB833AFAF,674769E3326F8CF937AF4282F2815C02,,True,461.0,True,90.0,Other,414,12
Property,DE5218930A03AEE8882DBAB36E247C76,,Requirement,2024-02-15,2024-05-15,Electrical_Maintenance,No Response,,FBD1E7BA9564863B88D5C43CB833AFAF,674769E3326F8CF937AF4282F2815C02,,True,461.0,True,90.0,Other,414,12
Property,DE5218930A03AEE8882DBAB36E247C76,,Requirement,2024-02-15,2024-05-15,Compartmentation,No Response,,FBD1E7BA9564863B88D5C43CB833AFAF,674769E3326F8CF937AF4282F2815C02,,True,461.0,True,90.0,Other,414,12
Liability,225CB7E0402EA95CC2B049A948F93281,2024-04-29,Requirement,2024-04-30,2024-06-30,Fire_Safety_Management,In Process,,47B79BD259E22596FFC4BE2FFBBE5C5A,AA53CA0B650DFD85C4F59FA156F7A2CC,,True,415.0,True,61.0,Other,217,1
Property,DC582E6A26CC9B66388FFDC10D56DC32,2023-09-21,Requirement,2023-09-25,2023-10-16,Fire_Safety_Management,No Response,2023-10-16,8D8FCC1ABD550C5F25DBFAA57D59CB67,A06B33D1EA28E90733617EC889D4E76E,21.0,True,673.0,True,21.0,Other,208,10
Property,DC582E6A26CC9B66388FFDC10D56DC32,2023-09-21,Requirement,2023-09-25,2023-10-16,Fire_Safety_Management,No Response,2023-10-16,8D8FCC1ABD550C5F25DBFAA57D59CB67,A06B33D1EA28E90733617EC889D4E76E,21.0,True,673.0,True,21.0,Other,208,10
Property,DC582E6A26CC9B66388FFDC10D56DC32,2023-09-21,Requirement,2023-09-25,2023-10-16,Fire_Safety_Management,Completed Verified,2023-10-16,8D8FCC1ABD550C5F25DBFAA57D59CB67,A06B33D1EA28E90733617EC889D4E76E,21.0,True,673.0,True,21.0,Other,208,10
Property,DC582E6A26CC9B66388FFDC10D56DC32,2024-04-15,Recommendation,2024-04-16,,Automatic_Fire_Detection,In Process,,47B79BD259E22596FFC4BE2FFBBE5C5A,A06B33D1EA28E90733617EC889D4E76E,,True,0.0,False,,Other,217,10
Property,DC582E6A26CC9B66388FFDC10D56DC32,2024-04-15,Recommendation,2024-04-16,,External_Storage,In Process,,47B79BD259E22596FFC4BE2FFBBE5C5A,A06B33D1EA28E90733617EC889D4E76E,,True,0.0,False,,Other,217,10
Property,DC582E6A26CC9B66388FFDC10D56DC32,2024-04-15,Recommendation,2024-04-16,,Sprinkler_Protection,In Process,,47B79BD259E22596FFC4BE2FFBBE5C5A,A06B33D1EA28E90733617EC889D4E76E,,True,0.0,False,,Other,217,10
Property,DC582E6A26CC9B66388FFDC10D56DC32,2024-04-15,Requirement,2024-04-16,2024-05-16,Housekeeping,In Process,,47B79BD259E22596FFC4BE2FFBBE5C5A,A06B33D1EA28E90733617EC889D4E76E,,True,460.0,True,30.0,Housekeeping,217,10
Property,DC582E6A26CC9B66388FFDC10D56DC32,2024-04-15,Requirement,2024-04-16,2024-05-16,Automatic_Fire_Detection,In Process,,47B79BD259E22596FFC4BE2FFBBE5C5A,A06B33D1EA28E90733617EC889D4E76E,,True,460.0,True,30.0,Other,217,10
Property,DC582E6A26CC9B66388FFDC10D56DC32,2024-04-15,Requirement,2024-04-16,2024-06-16,Flammable_Liquids,In Process,,47B79BD259E22596FFC4BE2FFBBE5C5A,A06B33D1EA28E90733617EC889D4E76E,,True,429.0,True,61.0,Other,217,10
Property,DC582E6A26CC9B66388FFDC10D56DC32,2024-04-15,Recommendation,2024-04-16,,Special_Fixed_Fire_Protection,In Process,,47B79BD259E22596FFC4BE2FFBBE5C5A,A06B33D1EA28E90733617EC889D4E76E,,True,0.0,False,,Other,217,10
Motor,E3459FE055797B6B3C25BEB1C1AF097F,2023-01-17,Recommendation,2023-01-23,,Fleet_Risk_Management,In Process,,534AC75C2E8AC3E3FE7BC32BB8C6E34A,112C61A276D0376F2F6B25DD3A337B1D,,True,0.0,False,,Other,79,1
Property,4C18DA06FD573123786FF0BFE11AD1F7,2023-05-04,Recommendation,,,Special_Fixed_Fire_Protection,Under Review,2023-05-26,FBD1E7BA9564863B88D5C43CB833AFAF,1D7B33FC26CA22C2011AAA97FECC43D8,,True,0.0,False,,Other,414,5
Property,4C18DA06FD573123786FF0BFE11AD1F7,2023-05-04,Recommendation,,,Housekeeping,Under Review,2023-05-26,FBD1E7BA9564863B88D5C43CB833AFAF,1D7B33FC26CA22C2011AAA97FECC43D8,,True,0.0,False,,Housekeeping,414,5
Property,4C18DA06FD573123786FF0BFE11AD1F7,2023-05-04,Recommendation,,,Compartmentation,Under Review,2023-05-26,FBD1E7BA9564863B88D5C43CB833AFAF,1D7B33FC26CA22C2011AAA97FECC43D8,,True,0.0,False,,Other,414,5
Property,4C18DA06FD573123786FF0BFE11AD1F7,2023-05-04,Recommendation,,,Compartmentation,Under Review,2023-05-26,FBD1E7BA9564863B88D5C43CB833AFAF,1D7B33FC26CA22C2011AAA97FECC43D8,,True,0.0,False,,Other,414,5
Property,4C18DA06FD573123786FF0BFE11AD1F7,2023-05-04,Recommendation,,,Housekeeping,Under Review,2023-04-30,FBD1E7BA9564863B88D5C43CB833AFAF,1D7B33FC26CA22C2011AAA97FECC43D8,,True,0.0,False,,Housekeeping,414,5
Property,554DF5ABCC1EA9AFE5457906B5A61194,2023-05-04,Recommendation,,,Construction,Under Review,2023-05-26,FBD1E7BA9564863B88D5C43CB833AFAF,1D7B33FC26CA22C2011AAA97FECC43D8,,True,0.0,False,,Other,414,2
Property,554DF5ABCC1EA9AFE5457906B5A61194,2023-05-04,Recommendation,,,Compartmentation,Under Review,2023-04-30,FBD1E7BA9564863B88D5C43CB833AFAF,1D7B33FC26CA22C2011AAA97FECC43D8,,True,0.0,False,,Other,414,2
Property,82290C1B25257E03E9ABA1654545C871,2020-09-23,Recommendation,2020-10-01,,External_Storage,Completed Not Verified,2020-10-22,92A54B358B4CF53CCA4095E4697E1004,1D7B33FC26CA22C2011AAA97FECC43D8,21.0,True,0.0,False,,Other,254,11
Property,82290C1B25257E03E9ABA1654545C871,2020-09-23,Recommendation,2020-10-01,,Contractor_Controls,Completed Not Verified,2020-10-22,92A54B358B4CF53CCA4095E4697E1004,1D7B33FC26CA22C2011AAA97FECC43D8,21.0,True,0.0,False,,Other,254,11
Property,82290C1B25257E03E9ABA1654545C871,2020-09-23,Recommendation,2020-10-01,,Storage_Hazards,Completed Not Verified,2020-10-22,92A54B358B4CF53CCA4095E4697E1004,1D7B33FC26CA22C2011AAA97FECC43D8,21.0,True,0.0,False,,Other,254,11
Property,82290C1B25257E03E9ABA1654545C871,2020-09-23,Recommendation,2020-10-01,,Heating_and_Cooling,Completed Not Verified,2021-06-21,92A54B358B4CF53CCA4095E4697E1004,1D7B33FC26CA22C2011AAA97FECC43D8,263.0,True,0.0,False,,Other,254,11
Property,82290C1B25257E03E9ABA1654545C871,2020-09-23,Recommendation,2020-10-01,,Electrical_Maintenance,Completed Not Verified,2020-10-22,92A54B358B4CF53CCA4095E4697E1004,1D7B33FC26CA22C2011AAA97FECC43D8,21.0,True,0.0,False,,Other,254,11
Property,82290C1B25257E03E9ABA1654545C871,2020-09-23,Recommendation,2020-10-01,,General_Maintenance,Completed Verified,2020-10-22,92A54B358B4CF53CCA4095E4697E1004,1D7B33FC26CA22C2011AAA97FECC43D8,21.0,True,0.0,False,,Other,254,11
Property,82290C1B25257E03E9ABA1654545C871,2020-09-23,Recommendation,2020-10-01,,Automatic_Fire_Detection,Completed Not Verified,2020-10-22,92A54B358B4CF53CCA4095E4697E1004,1D7B33FC26CA22C2011AAA97FECC43D8,21.0,True,0.0,False,,Other,254,11
Property,82290C1B25257E03E9ABA1654545C871,2020-09-23,Recommendation,2020-10-01,,Flammable_Liquids,In Process,2021-06-22,92A54B358B4CF53CCA4095E4697E1004,1D7B33FC26CA22C2011AAA97FECC43D8,264.0,True,0.0,False,,Other,254,11
Property,82290C1B25257E03E9ABA1654545C871,2020-09-23,Recommendation,2020-10-01,,Management_of_Change,Agreed Long Term,2020-10-22,92A54B358B4CF53CCA4095E4697E1004,1D7B33FC26CA22C2011AAA97FECC43D8,21.0,True,0.0,False,,Other,254,11
Property,82290C1B25257E03E9ABA1654545C871,2020-09-23,Recommendation,2020-10-01,,External_Storage,In Process,2020-10-22,92A54B358B4CF53CCA4095E4697E1004,1D7B33FC26CA22C2011AAA97FECC43D8,21.0,True,0.0,False,,Other,254,11
Property,82290C1B25257E03E9ABA1654545C871,2021-10-14,Recommendation,2021-10-25,,Flammable_Liquids,Under Review,2021-11-12,92A54B358B4CF53CCA4095E4697E1004,1D7B33FC26CA22C2011AAA97FECC43D8,18.0,True,0.0,False,,Other,254,11
Liability,A579AB445825306A5FCAFF7E47E1916E,2023-02-13,Recommendation,2023-03-01,,Process_Hazards,No Response,2023-08-31,5CE8266757B27623F18AB526111231B6,1D50EEEE3AA774EB670B89AE648FC40C,183.0,True,0.0,False,,Other,310,6
Property,A579AB445825306A5FCAFF7E47E1916E,2023-02-13,Recommendation,2023-03-01,,Automatic_Fire_Detection,No Response,2023-08-31,5CE8266757B27623F18AB526111231B6,1D50EEEE3AA774EB670B89AE648FC40C,183.0,True,0.0,False,,Other,310,6
Property,A579AB445825306A5FCAFF7E47E1916E,2023-02-13,Recommendation,2023-03-01,,External_Storage,No Response,2023-08-31,5CE8266757B27623F18AB526111231B6,1D50EEEE3AA774EB670B89AE648FC40C,183.0,True,0.0,False,,Other,310,6
Property,A579AB445825306A5FCAFF7E47E1916E,2023-02-13,Recommendation,2023-03-01,,Security,No Response,2023-08-31,5CE8266757B27623F18AB526111231B6,1D50EEEE3AA774EB670B89AE648FC40C,183.0,True,0.0,False,,Security,310,6
Liability,A579AB445825306A5FCAFF7E47E1916E,2023-02-13,Recommendation,2023-03-01,,Manual Handling,No Response,2023-08-31,5CE8266757B27623F18AB526111231B6,1D50EEEE3AA774EB670B89AE648FC40C,183.0,True,0.0,False,,Other,310,6
Liability,A579AB445825306A5FCAFF7E47E1916E,2023-02-13,Recommendation,2023-03-01,,Accidents/Incidents,No Response,2023-08-31,5CE8266757B27623F18AB526111231B6,1D50EEEE3AA774EB670B89AE648FC40C,183.0,True,0.0,False,,Other,310,6
Property,96F90B80976D30D8995C21CC626441D5,2023-11-28,Requirement,2024-02-07,2024-06-07,Sprinkler_Protection,Completed Not Verified,,47B79BD259E22596FFC4BE2FFBBE5C5A,F4A5F77DBC261A64BD853D05F8410365,,True,438.0,True,121.0,Other,217,11
Property,96F90B80976D30D8995C21CC626441D5,2023-11-28,Requirement,2024-02-07,2024-04-07,Automatic_Fire_Detection,Completed Not Verified,,47B79BD259E22596FFC4BE2FFBBE5C5A,F4A5F77DBC261A64BD853D05F8410365,,True,499.0,True,60.0,Other,217,11
Property,96F90B80976D30D8995C21CC626441D5,2023-11-28,Requirement,2024-02-07,2024-05-07,Compartmentation,Under Review,,47B79BD259E22596FFC4BE2FFBBE5C5A,F4A5F77DBC261A64BD853D05F8410365,,True,469.0,True,90.0,Other,217,11
Property,96F90B80976D30D8995C21CC626441D5,2023-11-28,Requirement,2024-02-07,2024-04-07,Fire_Safety_Management,Completed Not Verified,,47B79BD259E22596FFC4BE2FFBBE5C5A,F4A5F77DBC261A64BD853D05F8410365,,True,499.0,True,60.0,Other,217,11
Property,96F90B80976D30D8995C21CC626441D5,2023-11-28,Requirement,2024-02-07,2024-05-07,Electrical_Maintenance,Completed Not Verified,,47B79BD259E22596FFC4BE2FFBBE5C5A,F4A5F77DBC261A64BD853D05F8410365,,True,469.0,True,90.0,Other,217,11
Property,96F90B80976D30D8995C21CC626441D5,2023-11-28,Requirement,2024-02-07,2024-06-07,General_Maintenance,Under Review,,47B79BD259E22596FFC4BE2FFBBE5C5A,F4A5F77DBC261A64BD853D05F8410365,,True,438.0,True,121.0,Other,217,11
Property,96F90B80976D30D8995C21CC626441D5,2023-11-28,Requirement,2024-02-07,2024-06-07,Process_Hazards,Under Review,,47B79BD259E22596FFC4BE2FFBBE5C5A,F4A5F77DBC261A64BD853D05F8410365,,True,438.0,True,121.0,Other,217,11
Property,96F90B80976D30D8995C21CC626441D5,2023-11-28,Recommendation,2024-02-07,,Management_of_Change,Under Review,,47B79BD259E22596FFC4BE2FFBBE5C5A,F4A5F77DBC261A64BD853D05F8410365,,True,0.0,False,,Other,217,11
Property,96F90B80976D30D8995C21CC626441D5,2023-11-28,Recommendation,2024-02-07,,Process_Hazards,Under Review,,47B79BD259E22596FFC4BE2FFBBE5C5A,F4A5F77DBC261A64BD853D05F8410365,,True,0.0,False,,Other,217,11
Liability,96F90B80976D30D8995C21CC626441D5,2023-11-28,Requirement,2024-01-31,2024-04-30,Storage_Hazards,In Process,,47B79BD259E22596FFC4BE2FFBBE5C5A,F4A5F77DBC261A64BD853D05F8410365,,True,476.0,True,90.0,Other,217,11
Liability,96F90B80976D30D8995C21CC626441D5,2023-11-28,Requirement,2024-01-31,2024-04-30,Work_at_Height,No Response,,47B79BD259E22596FFC4BE2FFBBE5C5A,F4A5F77DBC261A64BD853D05F8410365,,True,476.0,True,90.0,Other,217,11
Liability,19ECE731145BB81EB66BEB4CB89D2AD3,2023-01-31,Recommendation,2023-02-01,,Claims_Defensibility,No Plans Agreed,2023-02-01,90581D96B500FD2D3FD701A583409CB8,D3D4C5DEB455AC79DD5FF47C88BD65D9,0.0,True,0.0,False,,Other,34,2
Liability,19ECE731145BB81EB66BEB4CB89D2AD3,2023-01-31,Recommendation,2023-02-01,,Claims_Defensibility,No Plans Agreed,2023-02-01,90581D96B500FD2D3FD701A583409CB8,D3D4C5DEB455AC79DD5FF47C88BD65D9,0.0,True,0.0,False,,Other,34,2
Liability,0E4FC79E214CB0368862B410AA4D14D5,2022-10-20,Recommendation,2022-11-15,,General_Maintenance,In Process,2023-04-04,6B712DA7B7CCF80851BEB06DE6C32E6C,D3D4C5DEB455AC79DD5FF47C88BD65D9,140.0,True,0.0,False,,Other,188,6
Liability,0E4FC79E214CB0368862B410AA4D14D5,2022-10-20,Recommendation,2022-11-15,,Security,No Plans,2023-04-04,6B712DA7B7CCF80851BEB06DE6C32E6C,D3D4C5DEB455AC79DD5FF47C88BD65D9,140.0,True,0.0,False,,Security,188,6
Liability,0E4FC79E214CB0368862B410AA4D14D5,2022-10-20,Recommendation,2022-11-15,,Fire_Safety_Management,Completed Not Verified,2023-04-04,6B712DA7B7CCF80851BEB06DE6C32E6C,D3D4C5DEB455AC79DD5FF47C88BD65D9,140.0,True,0.0,False,,Other,188,6
Liability,0E4FC79E214CB0368862B410AA4D14D5,2022-10-20,Recommendation,2022-11-15,,Work_at_Height,Completed Not Verified,2023-04-04,6B712DA7B7CCF80851BEB06DE6C32E6C,D3D4C5DEB455AC79DD5FF47C88BD65D9,140.0,True,0.0,False,,Other,188,6
Liability,0E4FC79E214CB0368862B410AA4D14D5,2023-06-06,Recommendation,2023-06-16,,Safe_Systems_of_Work,In Process,2023-07-07,6B712DA7B7CCF80851BEB06DE6C32E6C,D3D4C5DEB455AC79DD5FF47C88BD65D9,21.0,True,0.0,False,,Other,188,6
Liability,0E4FC79E214CB0368862B410AA4D14D5,2023-06-06,Requirement,2023-06-16,2023-06-30,Fire_Safety_Management,Completed Not Verified,2023-07-07,6B712DA7B7CCF80851BEB06DE6C32E6C,D3D4C5DEB455AC79DD5FF47C88BD65D9,21.0,True,781.0,True,14.0,Other,188,6
Motor,91725343E78C39E9AE2C08985327A86E,2022-06-27,Recommendation,2022-09-02,2022-12-02,Fleet_Risk_Management,No Plans Agreed,,FBD1E7BA9564863B88D5C43CB833AFAF,A06B33D1EA28E90733617EC889D4E76E,,True,991.0,True,91.0,Other,414,3
